Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,133.5,yes,no,no,yes,female,no,18,no,0,6,6,6,12.6666666666667,0,0,6,6,6,13.6666666666667,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,150,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,146.2,no,no,no,yes,female,no,18,no,0,5,12,4,13,2,0,5,6,5,14,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,third choice,Management,daytime,Secondary education,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",115.2,no,yes,no,yes,female,no,21,no,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,120,Portuguese,Unknown,Unknown,(blank),(blank),101.8,no,no,no,no,female,no,32,no,0,5,5,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,third choice,Advertising and Marketing Management,daytime,Secondary education,140,Portuguese,Unknown,Unknown,Student,Student,100,no,no,no,yes,female,no,28,no,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Specialists in Intellectual and Scientific Activities,121.9,no,no,no,no,female,no,40,no,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
married,3rd phase - general contingent,third choice,Social Service (evening attendance),evening,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,120.4,no,no,yes,no,female,no,39,no,0,5,5,0,0,0,0,4,4,0,0,0,9.4,-0.8,-3.12,Dropout
married,3rd phase - general contingent,third choice,Social Service,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,120.4,no,no,yes,no,female,no,39,no,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
married,Over 23 years old,second choice,Agronomy,daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,148.8,no,no,no,yes,female,no,50,no,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,third choice,Basic Education,daytime,Secondary education,138,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,123,yes,no,no,yes,female,no,23,no,0,6,10,5,12.8,0,0,6,9,3,11.6666666666667,0,10.8,1.4,1.74,Dropout
divorced,Over 23 years old,second choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Unknown,Unknown,Student,Student,100,no,no,no,yes,female,no,48,no,0,6,11,1,10,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,third choice,Basic Education,daytime,Secondary education,118,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,112.1,yes,no,no,yes,female,no,23,no,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126.8,yes,no,no,yes,female,yes,18,no,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,second choice,Equinculture,daytime,Secondary education,130,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,115.9,no,no,no,yes,female,no,18,no,0,5,14,2,12,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
single,International student (bachelor),second choice,Social Service,daytime,Secondary education,150,Santomean,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,132.5,yes,no,no,no,female,no,20,yes,0,6,9,5,13,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
single,3rd phase - general contingent,fourth choice,Veterinary Nursing,daytime,Secondary education,149,Ukrainian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,132.2,yes,no,no,yes,female,yes,18,yes,0,5,9,4,12,0,0,5,8,5,13,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,second choice,Oral Hygiene,daytime,Secondary education,180,Ukrainian,Higher Education - Doctorate,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",183.5,yes,no,no,yes,female,no,18,yes,0,7,8,4,12,0,0,8,8,0,0,0,16.2,0.3,-0.92,Dropout
single,Change of course,second choice,Informatics Engineering,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,136,no,no,no,yes,male,no,31,no,0,5,12,1,12,0,0,5,9,1,11,4,16.2,0.3,-0.92,Dropout
single,Over 23 years old,second choice,Animation and Multimedia Design,daytime,Secondary education,145,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,114.5,yes,no,no,yes,male,no,24,no,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,second choice,Management,daytime,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,110.3,no,no,yes,no,male,no,26,no,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,154,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,137.2,yes,no,yes,yes,male,no,18,no,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,121.8,yes,no,no,yes,male,no,22,no,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,145,Portuguese,Higher Education - Master's,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,127.3,yes,no,no,yes,male,no,18,no,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,second choice,Communication Design,daytime,Technological specialization course,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",120,no,no,yes,no,male,no,20,no,0,6,11,0,0,6,0,6,12,0,0,12,16.2,0.3,-0.92,Dropout
single,Technological specialization diploma holders,second choice,Animation and Multimedia Design,daytime,Technological specialization course,150,Portuguese,Higher Education - Master's,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,150,no,no,no,yes,male,no,25,no,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,150,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Administrative staff,100,yes,no,no,yes,male,no,24,no,0,5,10,4,11.5,0,0,5,11,5,11.2857142857143,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,second choice,Informatics Engineering,daytime,Secondary education,150,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Administrative staff,150,yes,no,no,yes,male,no,27,no,0,5,10,1,14,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,127,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,116.9,no,no,no,yes,male,no,21,no,0,6,7,5,11,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,140,yes,no,no,yes,male,no,21,no,0,6,7,6,12.8571428571429,0,0,6,6,6,13.1666666666667,0,12.4,0.5,1.79,Graduate
single,3rd phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,122.1,yes,no,no,yes,male,no,19,no,0,6,9,4,12.5,0,0,6,6,6,11.3333333333333,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",160,no,no,no,yes,male,no,28,no,0,7,7,7,14.5285714285714,0,0,8,11,8,15.0181818181818,0,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,150,no,no,no,yes,male,yes,21,no,0,6,8,6,13,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,154,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,144.9,no,no,no,yes,male,yes,18,no,0,7,7,7,15.9571428571429,0,0,8,9,8,15.1888888888889,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116.3,yes,no,no,yes,male,no,19,no,0,5,8,5,13.25,0,0,5,8,5,11,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,sixth choice,Informatics Engineering,daytime,Secondary education,126,Portuguese,Other - 11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",122.5,yes,no,no,yes,male,no,19,no,0,5,12,3,12,0,0,5,10,3,12,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,second choice,Journalism and Communication,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,115,yes,no,yes,no,male,no,25,no,0,6,10,4,13,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,Dropout
single,Change of course,second choice,Communication Design,daytime,Secondary education,115,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Armed Forces Professions,115,no,no,yes,yes,male,no,21,no,5,11,12,9,11.7777777777778,0,3,8,11,3,13.6666666666667,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,fourth choice,Informatics Engineering,daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,119.8,yes,no,no,yes,male,no,19,no,0,5,10,2,11,0,0,6,10,0,0,0,11.1,0.6,2.02,Dropout
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,95,no,no,no,yes,male,no,20,no,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,150,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,150,no,no,no,yes,male,no,25,no,9,14,16,14,12.4285714285714,0,3,9,13,6,10.8571428571429,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,161,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,144.2,yes,no,no,yes,male,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
single,Transfer,second choice,Nursing,daytime,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Armed Forces Professions,128.2,yes,no,no,yes,male,no,23,no,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,Graduate
single,Short cycle diploma holders,second choice,Agronomy,daytime,Professional higher technical course,140,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Office workers, secretaries in general and data processing operators",personal service workers,135.3,no,no,no,yes,male,no,21,no,7,12,18,11,12.0909090909091,0,5,12,14,11,12,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,139,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,140.7,no,no,no,yes,male,no,25,no,0,5,13,1,10,0,0,5,8,2,11.3333333333333,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.4,yes,no,no,yes,male,no,18,no,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,seventh choice,Communication Design,daytime,Frequency of higher education,119,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,123.2,yes,no,no,yes,male,no,22,no,0,6,6,6,14.1666666666667,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,118,no,no,no,yes,male,no,27,no,0,6,7,6,14,0,0,6,7,6,14.7142857142857,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,second choice,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,120,no,no,no,yes,male,no,25,no,0,3,4,0,0,0,0,3,5,0,0,0,16.2,0.3,-0.92,Dropout
single,2nd phase - general contingent,fifth choice,Informatics Engineering,daytime,Secondary education,129,Portuguese,Unknown,Can read without having a 4th year of schooling,Student,"Personal Services, Security and Safety Workers and Sellers",118.9,yes,no,no,yes,male,no,18,no,0,5,9,3,11.6666666666667,0,0,5,10,3,11.3333333333333,4,7.6,2.6,0.32,Dropout
